MAE_mean,MAE_std,N,R2_mean,R2_std,RMSE_mean,RMSE_std,kendall_tau_mean,kendall_tau_std,reassigned_category
0.7278181818181817,0.06195372840120212,5,0.6490331937733924,0.031078850888748663,0.9191272516935337,0.1329627627029152,0.6313699685801569,0.03716603347569003,Physical (MM)
0.3850909090909091,0.02631343182131273,5,0.712471111144583,0.03230540938133334,0.4705454703992557,0.04643735168112272,0.6337997713104482,0.03985297618548082,Empirical
0.4223636363636364,0.03922071471569473,5,0.6280215671357103,0.03658515254838144,0.5019994268336376,0.05837022322843782,0.5409971269626538,0.03941980918011542,Mixed
0.3872727272727273,0.07222268135758549,5,0.7642668301845694,0.02131997969332228,0.4771078578304066,0.05673804635948881,0.7651110491882298,0.028391774074099964,Physical (QM)
