ID,receipt_id,RMSE,RMSE_lower_bound,RMSE_upper_bound,MAE,MAE_lower_bound,MAE_upper_bound,ME,ME_lower_bound,ME_upper_bound,R2,R2_lower_bound,R2_upper_bound,m,m_lower_bound,m_upper_bound,kendall_tau,kendall_tau_lower_bound,kendall_tau_upper_bound
SOMD/AM1BCC-GAFF-TIP3P-NOBUFFER/MBAR/D,d4twv,1.9230775524474495,1.2047838858441429,2.6772015115169188,1.5063636363636363,0.8815619288323467,2.3354232842798024,-0.23727272727272714,-1.3905045148324258,0.9733141755409587,0.12829717575060964,0.0005777299303693736,0.6986308623048716,0.29425961882654106,-0.8122389214110654,0.7159735342294913,0.0909090909090909,-0.6170212765957447,0.64
US/PMF/MT/MD_15,wtm6p,1.9904750460859613,1.3206059215375343,2.551990310611415,1.6863636363636365,1.0800000000000003,2.321818181818182,-0.379090909090909,-1.5318181818181813,0.7672727272727271,0.3582064574963703,0.08288905716936051,0.7191853626720232,0.7802259488659167,0.3834149172197358,2.6406397873750658,0.4909090909090909,0.09090909090909091,0.8750000000000001
SOMD/AM1BCC-GAFF-TIP3P/MBAR/D,j37ec,2.5837059359834984,1.4311842843660663,3.78062910573481,2.020909090909091,1.0997004494867617,3.1736818564610827,-1.8336363636363635,-3.0599648948607556,-0.6710824585719849,0.12514111944653536,0.0005448267681562877,0.7640898876137097,0.2443214483289763,-0.9050101553243186,0.6992262116852075,0.0909090909090909,-0.5599999999999999,0.6799999999999999
US/PMF/MT/MD_19,xdmpa,2.8806028409471387,1.6700163308945648,3.8324167547147296,2.2781818181818183,1.2854545454545452,3.350909090909091,1.6109090909090908,0.2290909090909092,3.0318181818181817,0.07529639466082998,0.0002702031209647566,0.5011383500730164,0.3170904337827724,-0.9025575897989567,1.6177258836574087,0.1272727272727273,-0.44,0.6521739130434783
US/PMF/MT/MD_5,ubz3m,3.1865798137016608,2.2342967166833096,4.0154836683653805,2.7199999999999998,1.7372727272727273,3.7045454545454546,-2.7199999999999998,-3.7045454545454546,-1.7372727272727273,0.3853788445121887,0.0014894919519654836,0.7903058644672917,0.6681355693195501,-0.3528550025761387,1.6753265321035626,0.3090909090909091,-0.22448979591836735,0.76
US/PMF/MT/MD_13,cco6p,3.2306922984513284,2.0099118026782805,4.3448182303228124,2.6827272727272726,1.69,3.8063636363636366,-2.2681818181818185,-3.6372727272727277,-0.9272727272727272,0.24317735777028185,0.0165949246110658,0.7429277529518545,0.6902694464632441,0.14900621758274246,3.500106810085387,0.3090909090909091,-0.16666666666666669,0.72
US/PMF/MT/MD_2,2mgw5,3.5073533144990217,1.4201664435103114,5.235334494827171,2.441818181818182,1.1399999999999997,4.069090909090909,1.6090909090909093,-0.08636363636363646,3.5672727272727274,0.04524744684331785,0.00042004908766914156,0.6431036037243871,0.341711050125286,-2.080950674739928,0.8133903133903134,-0.0909090909090909,-0.6470588235294117,0.48
US/PMF/MT/MD_10,8wns3,3.6653177959700227,2.5629705776341214,4.553439259604666,3.0209090909090905,1.7709090909090905,4.221818181818183,-2.9318181818181817,-4.199999999999999,-1.6018181818181816,0.22673445192819672,0.0009133035483766168,0.6644892065961157,0.616554035730944,-0.568237358448101,1.7527040198181973,0.2727272727272727,-0.29411764705882354,0.76
US/PMF/MT/MD_8,cekua,3.729394296421581,2.6760894128288286,4.610264240109927,3.2381818181818187,2.1427272727272726,4.318181818181818,-3.2381818181818187,-4.317272727272728,-2.141818181818182,0.3375610524807723,0.0011471995001108464,0.7553146655280784,0.6854396945405634,-0.3735974307707124,1.7464002425099783,0.3090909090909091,-0.23076923076923078,0.7999999999999999
AMOEBA/BAR/Tinker,tqhg4,3.732034106412825,1.9202696983199299,5.232071428083856,2.720714285714286,1.5021428571428572,4.155714285714287,1.1835714285714285,-0.5592857142857142,3.1314285714285712,0.14041672037935382,0.0006191914955030434,0.7383284833428149,0.8319818183492286,-1.625723879343171,1.665748455424083,0.14285714285714285,-0.33333333333333326,0.6046511627906976
SOMD/AM1BCC-GAFF-TIP3P/MBAR/C,f7duk,3.788534137247665,2.690159910718419,5.454844028520196,3.477272727272727,2.339092431734344,4.878565095022076,2.8409090909090917,0.9986628018908842,4.584613250158468,0.12500989100408233,0.0005352342179118035,0.7652816618949544,0.47840035145190846,-1.769985732048516,1.3811247928357395,0.0909090909090909,-0.5599999999999999,0.6799999999999999
HREM/BAR/RESP/Force-Matching/TIP3P,3z83m,4.320762994789561,3.1383272080126248,5.646347056257409,3.816428571428571,2.660366334926993,5.093491794789979,2.197857142857143,0.04141861150018273,4.152535381877776,0.4866121488657578,0.09547025025035254,0.8044947244425076,1.9159929070436703,1.1113387203874994,3.8471101995264725,0.5164835164835165,0.17647058823529413,0.8095238095238096
US/PMF/MT/MD_12,j8yon,4.38706051929991,3.362155693761208,5.263906257800293,4.037272727272727,3.0181818181818176,5.043636363636363,4.037272727272727,3.0181818181818176,5.043636363636363,0.22720867381527496,0.0009134896532141921,0.6669963472314062,0.3825591990367615,-0.3523184433234669,1.0682579648503332,0.2727272727272727,-0.3043478260869565,0.76
US/PMF/MT/MD_7,dv8mj,4.408962978462685,3.6012838619783154,5.080163741097686,4.168181818181818,3.2845454545454547,4.97,4.168181818181818,3.2845454545454547,4.97,0.3859083652875591,0.0016880801588845858,0.7903764444584456,0.4134278493095705,-0.21242310778282997,1.030647797595747,0.3090909090909091,-0.21739130434782608,0.76
