ID,receipt_id,RMSE,RMSE_lower_bound,RMSE_upper_bound,MAE,MAE_lower_bound,MAE_upper_bound,ME,ME_lower_bound,ME_upper_bound,R2,R2_lower_bound,R2_upper_bound,m,m_lower_bound,m_upper_bound,kendall_tau,kendall_tau_lower_bound,kendall_tau_upper_bound
SOMD/AM1BCC-GAFF-TIP3P-NOBUFFER/MBAR/D,d4twv + jgbg0 + ttmwo,1.735094191060489,1.3063461534530012,2.211039194358292,1.3596296296296297,0.9805956039247457,1.8389707555151602,0.07740740740740744,-0.6011372237410866,0.7653475146862326,0.49843400864144877,0.27253950541547145,0.7143074621231338,0.8573377856913948,0.571731740353519,1.4832778355352778,0.54985754985755,0.3076923076923077,0.7492537313432837
US/PMF/MT/MD_19,2kb3u + finzb + xdmpa,1.9816519483613777,1.2029731686303082,2.6472676339814845,1.3818518518518517,0.8903703703703703,1.9518518518518517,0.3818518518518519,-0.30703703703703716,1.1525925925925926,0.5438118896973737,0.3944275135659483,0.7622025721159686,1.0653853056084084,0.8342468208141004,1.7511668936545999,0.5840455840455842,0.40524781341107863,0.7439024390243901
SOMD/AM1BCC-GAFF-TIP3P/MBAR/D,8jxan + e5rqf + j37ec,2.133212670198707,1.4969535525455635,2.8551729488231046,1.6137037037037036,1.119044873247504,2.23712655931456,-0.13,-0.9872421967451719,0.6834186227550794,0.1833541493344351,0.009680829099108569,0.48215379061962693,0.42939010864784416,0.09635295964018936,0.9502759414616404,0.3880175132098944,0.09467455621301776,0.6272189349112427
US/PMF/MT/MD_2,2mgw5 + e7w4x + mknyd,2.35548217915065,1.0863343050010994,3.516616113380716,1.4496296296296296,0.8485185185185182,2.2322222222222226,0.38074074074074077,-0.4033333333333334,1.3414814814814815,0.518139089064413,0.30179017812355213,0.8418631914572242,1.1952680637572046,0.9192795324330144,1.9336934528430259,0.6390876688162966,0.4176470588235294,0.8041543026706232
AMOEBA/BAR/Tinker,8fcb6 + jgdj6 + tqhg4,3.0030390162855585,1.9527732416574466,3.9711954539323973,2.1883333333333335,1.5123333333333333,2.9693333333333327,0.09966666666666665,-0.9219999999999999,1.2173333333333332,0.3045408350332992,0.03928698591542414,0.6437083957328419,1.010559583628824,0.4055634473184168,1.3298696540148187,0.29459167951720033,0.04513064133016626,0.5132530120481928
US/PMF/MT/MD_12,emfe8 + tydzi + j8yon,3.1303880956887165,2.3612802553793664,3.8364929007855313,2.5751851851851852,1.9344444444444449,3.2685185185185186,2.5455555555555556,1.8862962962962957,3.2507407407407407,0.5656642465150722,0.358625955111067,0.7541884929583246,1.0444916815648422,0.8403551096339525,1.5905988826454602,0.5783475783475784,0.3887240356083086,0.7566765578635014
US/PMF/MT/MD_7,4ndha + y7u8q + dv8mj,3.141383276343224,2.4490330669394735,3.7736739147434046,2.656296296296296,2.0448148148148144,3.30925925925926,2.640740740740741,2.017777777777778,3.3022222222222215,0.6284911747890954,0.4428155937045455,0.7909984134539763,1.1046318948966285,0.8942678790674576,1.6764057769308676,0.6142882215896949,0.445105817198342,0.7667373569570924
US/PMF/MT/MD_5,nb8jk + tj4jx + ubz3m,3.2250747909788706,2.670850190621095,3.7565739907724627,2.894444444444445,2.361111111111111,3.4370370370370376,0.6781481481481483,-0.5325925925925925,1.8511111111111112,0.002503204719987354,3.4419043573153586e-05,0.21458960002386857,-0.059121999783206744,-0.6817638406654699,0.26631051915980164,-0.07988595860203708,-0.34859713066085807,0.18975989693863105
US/PMF/MT/MD_20,j6oi0 + uui3y + zxx8g,3.329107877383858,2.398372905240674,4.184462884245675,2.5137037037037033,1.727777777777778,3.364444444444444,-1.0122222222222221,-2.2266666666666666,0.1611111111111112,0.00019169516994929465,1.6954959407375753e-05,0.1003416877160574,0.017398144988057657,-0.44165759853703457,0.35425712689981337,-0.022824559600582023,-0.2937685459940653,0.22935779816513763
US/PMF/MT/MD_10,8wns3 + hs2xm + s78rs,3.3405516288758634,2.7510516507665184,3.891746251862895,2.9329629629629625,2.335555555555555,3.540740740740741,0.5077777777777778,-0.772222222222222,1.7137037037037035,0.02008786208698932,5.042795409805879e-05,0.2845195358477613,-0.16887789084861793,-0.8358683589991331,0.1408507116743273,-0.08262108262108263,-0.3850746268656717,0.21686746987951805
US/PMF/MT/MD_13,cco6p + gkdce + ikwy8,3.3932411033089274,2.7323541606569344,4.025560002451005,2.967037037037037,2.3607407407407406,3.601851851851851,0.9381481481481484,-0.3192592592592592,2.1414814814814815,0.0003472655384360964,1.4009642037940254e-05,0.10205496933565818,-0.023879701391571282,-0.45898616793298275,0.31546842763925487,-0.11111111111111113,-0.3757575757575758,0.13595166163141992
US/PMF/MT/MD_22,4mas4 + iyo2o + qfqyx,3.532464777942932,2.5003866367690684,4.446135233944029,2.609259259259259,1.7496296296296299,3.5433333333333334,2.4996296296296294,1.5929629629629631,3.4722222222222228,0.5961213257512259,0.45323626574516573,0.7635340457373357,1.4319878803961847,1.1114576789999047,2.2710845836229105,0.6068376068376069,0.4277108433734939,0.761904761904762
US/PMF/MT/MD_4,2vfcf + gt5n0 + m8t0b,3.5689784823402073,2.6641543721260823,4.3892085678231165,2.8488888888888897,2.0614814814814815,3.6803703703703707,2.82962962962963,2.0311111111111106,3.668518518518518,0.6271038010449094,0.5151785653733767,0.7944626372445518,1.3458382702840141,1.0079076818924924,2.170592348532342,0.6125356125356126,0.45722713864306797,0.7485029940119758
